ID_Kunde,Kundennr,Vorname_1,Vorname_2,Nachname,Anrede,PLZ,Strasse,Hausnr,Mail,Tel,Geschlecht,Geburtsdatum,Beruf,Titel,PersoNr,PersoValidTo
478,6744, Amelie,,Krause ,Frau,7646,Waldstraße,7.0,amelie.krause@t-online.de,036426/87152,w,1945-07-10,Senior/in ,,QKJ47893,2020-12-28
479,8259, Max ,, Schmidt,Herr,27412,Ulmenweg,5.0,max.schmidt@t-online.de,04289/812436,m,1929-05-21,Senior/in,,YBC76539,2020-07-12
480,2882,Mia,,König,Frau,73269,Mühlweg,7.0,mia.könig@web.de,07153/56671,Weiblich,06.09.1949,Senior/in,Dr.,TNF25379,14/03/2023
481,4338, Nele,,Neumann,Fr.,90409,Lindenstraße 9,,nele.neumann@gmail.com,0911/366444,w,1970-08-16, Automobilkaufmann/frau ,,WVM37014,25.09.2020
482,6190,Felix,,Bauer ,Herr,14822,Kirchgasse,5.0,felix.bauer@web.de,033843/62886,m,1980-11-22,Account Manager/in,Dr.,ALQ34092,09.03.2021
483,4346, Emilia,,Krüger,Frau,16259,Uhlandstraße,2.0,emilia.krüger@gmx.net,033451/417196,W,1941-07-18, Senior/in ,,ADK62381,2025-11-21
484,8287,Henry,,Schmitz,Herr,6647,Hauptstraße,10.0,henry.schmitz@web.de,034465/695222,m,1927-09-20,Senior/in,,KZW27954,2024-02-16
485,6547,Paul,,Bauer,Herr,56653,Mittelweg,8.0,paul.bauer@gmail.com,02636/277526,M,1934-10-06,Senior/in,,OPI10869,2022-03-05
486,6488, Sofia,,Walter,Fr.,67691,Waldstraße,6.0,sofia.walter@t-online.de,06305/730840,w,1949-06-01,Senior/in,,SBK57108,Mon Mar 02 2020
487,3813,Mia,, Schneider,Frau,67748,Breslauer Straße 5,,mia.schneider@t-online.de,06753/351454,w,31/10/1949,Senior/in ,,JZT84035,12.02.2023
488,6210,Julian,,Hartmann,Herr,24980,Talstraße,8.0,julian.hartmann@gmx.net,04639/181358,m,1926-02-17,Senior/in,,MJD08962,02/05/2022
489,8295,Moritz,,Weber,Herr,72488,Karlstraße,3.0,moritz.weber@gmx.net,07571/459049,m,1976-05-03,Immobilienwirt,,BHC98165,2025-08-19
490,3235,Hanna,,Schulz,Frau,37620,Beethovenstraße,1.0,hanna.schulz@t-online.de,05533/642412,w,11.06.1939,Senior/in,,WOL79035,2024-05-15
491,3773, Laura,,Fischer,Frau,83552,Kurze Straße,10.0,laura.fischer@gmail.com,08075/758294,w,17.05.1967,Filmeditor/in Videoeditor/in,,ASN57089,2020-11-14
492,5407,Anna,,Schmitz,Frau,70372,Lärchenweg,10.0,anna.schmitz@web.de,0711/707974,W,1993-06-19, Ingenieur/in ,,BXS57349,Mon Jan 11 2021
493,2691, Niklas,,Hofmann,Herr,67742,Römerstraße 7,,niklas.hofmann@web.de,06382/292597,m,1986-08-29, Fachinformatiker/in ,,VJC94872,09.11.2024
494,5129,Lena,,Richter ,Frau,26388,Ginsterweg,9.0,lena.richter@web.de,04421/196501,w,1945-06-27,Senior/in ,Dr.,UOK30546,20/01/2024
495,6979,Elias,,Meier,Herr,16792,Am Hang,6.0,elias.meier@web.de,03307/208769,m,20.09.1966,Landwirt/in,,DPJ75613,Fri May 20 2022
496,5019,Louis,,Schulze,Herr,25712,Römerstraße,7.0,louis.schulze@gmail.com,04825/579613,M,2006-01-27,Bauzeichner/in,,XGP73984,31.03.2025
497,6603,Sophie,,Braun,Fr.,16259,Neue Straße,10.0,sophie.braun@t-online.de,033451/330710,W,1967-04-02,Finanzwirt/in,,MVR46513,2023-10-21
498,4465,Philipp,,Kaiser,Herr,8606,Breslauer Straße,9.0,philipp.kaiser@t-online.de,037463/768172,Männlich,1940-02-16, Senior/in,,FIQ27658,2020-08-02
499,6695,Elias ,,Hoffmann,Hr.,19230,Lange Straße 10,,elias.hoffmann@gmx.net,038856/699772,m,1950-01-15,Senior/in ,Prof.,CNG07613,2020-05-22
500,8719,Mia,,Kaiser,Frau,96196,Im Winkel,6.0,mia.kaiser@web.de,09504/206577,W,2005-09-28,Immobilienkaufmann/frau ,,STX90835,2020-06-24
